"campaignid","sample","depth","multibeam_derivatives_depth","multibeam_derivatives_detrended","multibeam_derivatives_roughness","multibeam_derivatives_tpi","longitude","latitude"
"2020-06_south-west_stereo-BRUVs","38",41.8,42.6436920166016,0.124966442584991,0.166091918945312,0.0332002639770508,304863.083689535,6221639.02311417
"2020-06_south-west_stereo-BRUVs","39",42.2,42.7559814453125,0.132003337144852,0.0539627075195312,-0.0183277130126953,304952.382861468,6221154.66377746
"2020-06_south-west_stereo-BRUVs","40",41.2,42.7285690307617,0.305486738681793,0.095458984375,-0.0112972259521484,304553.989422334,6220993.83375183
"2020-10_south-west_stereo-BRUVs","IO1",64.6,65.5470962524414,3.3211944103241,2.01282501220703,-0.395158767700195,295053.728107079,6226892.52221294
"2020-10_south-west_stereo-BRUVs","IO100",43.6,45.0682258605957,1.21295082569122,0.08831787109375,0.0350131988525391,307045.378699406,6227422.88768003
"2020-10_south-west_stereo-BRUVs","IO101",43.5,43.6184005737305,1.39541518688202,0.343143463134766,0.205878257751465,305897.479085488,6227121.94764705
"2020-10_south-west_stereo-BRUVs","IO102",45.2,47.1563110351562,-0.736954391002655,0.161293029785156,-0.0960841178894043,307264.768990877,6227982.13996909
"2020-10_south-west_stereo-BRUVs","IO113",111,112.666442871094,-2.86184048652649,0.158828735351562,-0.0875682830810547,291313.100762035,6229029.80450825
"2020-10_south-west_stereo-BRUVs","IO115",112,113.649406433105,-2.67671537399292,0.07550048828125,0.0100812911987305,291070.046707417,6229579.25619448
"2020-10_south-west_stereo-BRUVs","IO117",115,113.92960357666,-2.78622984886169,0.203689575195312,-0.0776739120483398,291325.36457345,6228475.24674054
"2020-10_south-west_stereo-BRUVs","IO119",43.8,44.7173728942871,1.25882959365845,0.168228149414062,-0.061800479888916,306583.936642593,6227413.43606886
"2020-10_south-west_stereo-BRUVs","IO122",57.4,50.5528106689453,-1.32647907733917,0.192955017089844,-0.0377407073974609,299525.906993487,6222827.66005954
"2020-10_south-west_stereo-BRUVs","IO123",49.1,50.9530754089355,-0.734057545661926,0.232749938964844,-0.0471916198730469,298810.366793588,6223922.00714817
"2020-10_south-west_stereo-BRUVs","IO125",55.8,50.3852920532227,-0.975756943225861,0.110923767089844,0.0486674308776855,299508.200725847,6223659.48421005
"2020-10_south-west_stereo-BRUVs","IO126",58.2,50.2131271362305,0.0682044252753258,0.264053344726562,0.00167083740234375,298828.133097708,6223090.18174149
"2020-10_south-west_stereo-BRUVs","IO15",40.8,41.6770286560059,-0.424110800027847,0.224002838134766,-0.0135321617126465,303088.383024766,6229005.45022959
"2020-10_south-west_stereo-BRUVs","IO153",42.6,44.102409362793,0.988199055194855,0.253334045410156,-0.156545639038086,305130.912865328,6230712.16746649
